sbi_stage,ucf_stage,xception_stage,sbi_upper_threshold,sbi_lower_threshold,ucf_upper_threshold,ucf_lower_threshold,xception_upper_threshold,xception_lower_threshold,Inference Time (ms),FAR Limit,FAR,FRR
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.485,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.490,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.495,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.500,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.505,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.510,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.515,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.520,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.525,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.530,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.535,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.540,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.545,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.550,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.555,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.560,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.565,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.570,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.575,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.580,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.585,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.590,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.595,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.600,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.605,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.610,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.615,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.620,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.625,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.630,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.635,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.640,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.645,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.650,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.655,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.660,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.665,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.670,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.675,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.680,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.685,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.690,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.695,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.700,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.705,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.710,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.715,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.720,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.725,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.730,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.735,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.740,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.745,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.750,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.755,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.760,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.765,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.770,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.775,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.780,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.785,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.790,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.795,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.800,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.805,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.810,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.815,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.820,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.825,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.830,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.835,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.840,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.845,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.850,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.855,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.860,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.865,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.870,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.875,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.880,0.382143,0.0
-1,-1,1,-1,-1,-1,-1,0.95,0.95,114.70,0.885,0.382143,0.0
