sbi_stage,ucf_stage,xception_stage,sbi_upper_threshold,sbi_lower_threshold,ucf_upper_threshold,ucf_lower_threshold,xception_upper_threshold,xception_lower_threshold,Inference Time (ms),FAR Limit,FAR,FRR
-1,-1,1,-1,-1,-1,-1,0.35,0.35,111.82,0.120,0.107631,0.590961
-1,-1,1,-1,-1,-1,-1,0.35,0.35,111.82,0.125,0.107631,0.590961
-1,-1,1,-1,-1,-1,-1,0.35,0.35,111.82,0.130,0.107631,0.590961
-1,-1,1,-1,-1,-1,-1,0.35,0.35,111.82,0.135,0.107631,0.590961
-1,-1,1,-1,-1,-1,-1,0.35,0.35,111.82,0.140,0.107631,0.590961
-1,-1,1,-1,-1,-1,-1,0.35,0.35,111.82,0.145,0.107631,0.590961
-1,-1,1,-1,-1,-1,-1,0.35,0.35,111.82,0.150,0.107631,0.590961
-1,-1,1,-1,-1,-1,-1,0.4,0.4,111.82,0.155,0.152326,0.514622
-1,-1,1,-1,-1,-1,-1,0.4,0.4,111.82,0.160,0.152326,0.514622
-1,-1,1,-1,-1,-1,-1,0.4,0.4,111.82,0.165,0.152326,0.514622
-1,-1,1,-1,-1,-1,-1,0.4,0.4,111.82,0.170,0.152326,0.514622
-1,-1,1,-1,-1,-1,-1,0.4,0.4,111.82,0.175,0.152326,0.514622
-1,-1,1,-1,-1,-1,-1,0.4,0.4,111.82,0.180,0.152326,0.514622
-1,-1,1,-1,-1,-1,-1,0.4,0.4,111.82,0.185,0.152326,0.514622
-1,-1,1,-1,-1,-1,-1,0.4,0.4,111.82,0.190,0.152326,0.514622
-1,-1,1,-1,-1,-1,-1,0.4,0.4,111.82,0.195,0.152326,0.514622
-1,-1,1,-1,-1,-1,-1,0.4,0.4,111.82,0.200,0.152326,0.514622
-1,-1,1,-1,-1,-1,-1,0.4,0.4,111.82,0.205,0.152326,0.514622
-1,-1,1,-1,-1,-1,-1,0.45,0.45,111.82,0.210,0.209182,0.428409
-1,-1,1,-1,-1,-1,-1,0.45,0.45,111.82,0.215,0.209182,0.428409
-1,-1,1,-1,-1,-1,-1,0.45,0.45,111.82,0.220,0.209182,0.428409
-1,-1,1,-1,-1,-1,-1,0.45,0.45,111.82,0.225,0.209182,0.428409
-1,-1,1,-1,-1,-1,-1,0.45,0.45,111.82,0.230,0.209182,0.428409
-1,-1,1,-1,-1,-1,-1,0.45,0.45,111.82,0.235,0.209182,0.428409
-1,-1,1,-1,-1,-1,-1,0.45,0.45,111.82,0.240,0.209182,0.428409
-1,-1,1,-1,-1,-1,-1,0.45,0.45,111.82,0.245,0.209182,0.428409
-1,-1,1,-1,-1,-1,-1,0.45,0.45,111.82,0.250,0.209182,0.428409
-1,-1,1,-1,-1,-1,-1,0.45,0.45,111.82,0.255,0.209182,0.428409
-1,-1,1,-1,-1,-1,-1,0.45,0.45,111.82,0.260,0.209182,0.428409
-1,-1,1,-1,-1,-1,-1,0.45,0.45,111.82,0.265,0.209182,0.428409
-1,-1,1,-1,-1,-1,-1,0.45,0.45,111.82,0.270,0.209182,0.428409
-1,-1,1,-1,-1,-1,-1,0.45,0.45,111.82,0.275,0.209182,0.428409
-1,-1,1,-1,-1,-1,-1,0.45,0.45,111.82,0.280,0.209182,0.428409
-1,-1,1,-1,-1,-1,-1,0.45,0.45,111.82,0.285,0.209182,0.428409
-1,-1,1,-1,-1,-1,-1,0.45,0.45,111.82,0.290,0.209182,0.428409
-1,-1,1,-1,-1,-1,-1,0.45,0.45,111.82,0.295,0.209182,0.428409
-1,-1,1,-1,-1,-1,-1,0.45,0.45,111.82,0.300,0.209182,0.428409
-1,-1,1,-1,-1,-1,-1,0.45,0.45,111.82,0.305,0.209182,0.428409
-1,-1,1,-1,-1,-1,-1,0.45,0.45,111.82,0.310,0.209182,0.428409
-1,-1,1,-1,-1,-1,-1,0.45,0.45,111.82,0.315,0.209182,0.428409
-1,-1,1,-1,-1,-1,-1,0.45,0.45,111.82,0.320,0.209182,0.428409
-1,-1,1,-1,-1,-1,-1,0.5,0.5,111.82,0.325,0.321678,0.305735
-1,-1,1,-1,-1,-1,-1,0.5,0.5,111.82,0.330,0.321678,0.305735
-1,-1,1,-1,-1,-1,-1,0.5,0.5,111.82,0.335,0.321678,0.305735
-1,-1,1,-1,-1,-1,-1,0.5,0.5,111.82,0.340,0.321678,0.305735
-1,-1,1,-1,-1,-1,-1,0.5,0.5,111.82,0.345,0.321678,0.305735
-1,-1,1,-1,-1,-1,-1,0.5,0.5,111.82,0.350,0.321678,0.305735
-1,-1,1,-1,-1,-1,-1,0.5,0.5,111.82,0.355,0.321678,0.305735
-1,-1,1,-1,-1,-1,-1,0.5,0.5,111.82,0.360,0.321678,0.305735
-1,-1,1,-1,-1,-1,-1,0.5,0.5,111.82,0.365,0.321678,0.305735
-1,-1,1,-1,-1,-1,-1,0.5,0.5,111.82,0.370,0.321678,0.305735
-1,-1,1,-1,-1,-1,-1,0.5,0.5,111.82,0.375,0.321678,0.305735
-1,-1,1,-1,-1,-1,-1,0.5,0.5,111.82,0.380,0.321678,0.305735
-1,-1,1,-1,-1,-1,-1,0.5,0.5,111.82,0.385,0.321678,0.305735
-1,-1,1,-1,-1,-1,-1,0.5,0.5,111.82,0.390,0.321678,0.305735
-1,-1,1,-1,-1,-1,-1,0.5,0.5,111.82,0.395,0.321678,0.305735
-1,-1,1,-1,-1,-1,-1,0.55,0.55,111.82,0.400,0.395865,0.219901
-1,-1,1,-1,-1,-1,-1,0.55,0.55,111.82,0.405,0.395865,0.219901
-1,-1,1,-1,-1,-1,-1,0.55,0.55,111.82,0.410,0.395865,0.219901
-1,-1,1,-1,-1,-1,-1,0.55,0.55,111.82,0.415,0.395865,0.219901
-1,-1,1,-1,-1,-1,-1,0.55,0.55,111.82,0.420,0.395865,0.219901
-1,-1,1,-1,-1,-1,-1,0.55,0.55,111.82,0.425,0.395865,0.219901
-1,-1,1,-1,-1,-1,-1,0.55,0.55,111.82,0.430,0.395865,0.219901
-1,-1,1,-1,-1,-1,-1,0.55,0.55,111.82,0.435,0.395865,0.219901
-1,-1,1,-1,-1,-1,-1,0.55,0.55,111.82,0.440,0.395865,0.219901
-1,-1,1,-1,-1,-1,-1,0.55,0.55,111.82,0.445,0.395865,0.219901
-1,-1,1,-1,-1,-1,-1,0.55,0.55,111.82,0.450,0.395865,0.219901
-1,-1,1,-1,-1,-1,-1,0.55,0.55,111.82,0.455,0.395865,0.219901
-1,-1,1,-1,-1,-1,-1,0.55,0.55,111.82,0.460,0.395865,0.219901
-1,-1,1,-1,-1,-1,-1,0.55,0.55,111.82,0.465,0.395865,0.219901
-1,-1,1,-1,-1,-1,-1,0.6,0.6,111.82,0.470,0.469748,0.153057
-1,-1,1,-1,-1,-1,-1,0.6,0.6,111.82,0.475,0.469748,0.153057
-1,-1,1,-1,-1,-1,-1,0.6,0.6,111.82,0.480,0.469748,0.153057
-1,-1,1,-1,-1,-1,-1,0.6,0.6,111.82,0.485,0.469748,0.153057
-1,-1,1,-1,-1,-1,-1,0.6,0.6,111.82,0.490,0.469748,0.153057
-1,-1,1,-1,-1,-1,-1,0.6,0.6,111.82,0.495,0.469748,0.153057
-1,-1,1,-1,-1,-1,-1,0.6,0.6,111.82,0.500,0.469748,0.153057
-1,-1,1,-1,-1,-1,-1,0.6,0.6,111.82,0.505,0.469748,0.153057
-1,-1,1,-1,-1,-1,-1,0.6,0.6,111.82,0.510,0.469748,0.153057
-1,-1,1,-1,-1,-1,-1,0.6,0.6,111.82,0.515,0.469748,0.153057
-1,-1,1,-1,-1,-1,-1,0.6,0.6,111.82,0.520,0.469748,0.153057
-1,-1,1,-1,-1,-1,-1,0.6,0.6,111.82,0.525,0.469748,0.153057
-1,-1,1,-1,-1,-1,-1,0.6,0.6,111.82,0.530,0.469748,0.153057
-1,-1,1,-1,-1,-1,-1,0.6,0.6,111.82,0.535,0.469748,0.153057
-1,-1,1,-1,-1,-1,-1,0.6,0.6,111.82,0.540,0.469748,0.153057
-1,-1,1,-1,-1,-1,-1,0.65,0.65,111.82,0.545,0.542718,0.105963
-1,-1,1,-1,-1,-1,-1,0.65,0.65,111.82,0.550,0.542718,0.105963
-1,-1,1,-1,-1,-1,-1,0.65,0.65,111.82,0.555,0.542718,0.105963
-1,-1,1,-1,-1,-1,-1,0.65,0.65,111.82,0.560,0.542718,0.105963
-1,-1,1,-1,-1,-1,-1,0.65,0.65,111.82,0.565,0.542718,0.105963
-1,-1,1,-1,-1,-1,-1,0.65,0.65,111.82,0.570,0.542718,0.105963
-1,-1,1,-1,-1,-1,-1,0.65,0.65,111.82,0.575,0.542718,0.105963
-1,-1,1,-1,-1,-1,-1,0.65,0.65,111.82,0.580,0.542718,0.105963
-1,-1,1,-1,-1,-1,-1,0.65,0.65,111.82,0.585,0.542718,0.105963
-1,-1,1,-1,-1,-1,-1,0.65,0.65,111.82,0.590,0.542718,0.105963
-1,-1,1,-1,-1,-1,-1,0.65,0.65,111.82,0.595,0.542718,0.105963
-1,-1,1,-1,-1,-1,-1,0.65,0.65,111.82,0.600,0.542718,0.105963
-1,-1,1,-1,-1,-1,-1,0.65,0.65,111.82,0.605,0.542718,0.105963
-1,-1,1,-1,-1,-1,-1,0.65,0.65,111.82,0.610,0.542718,0.105963
-1,-1,1,-1,-1,-1,-1,0.7,0.7,111.82,0.615,0.61356,0.070262
-1,-1,1,-1,-1,-1,-1,0.7,0.7,111.82,0.620,0.61356,0.070262
-1,-1,1,-1,-1,-1,-1,0.7,0.7,111.82,0.625,0.61356,0.070262
-1,-1,1,-1,-1,-1,-1,0.7,0.7,111.82,0.630,0.61356,0.070262
-1,-1,1,-1,-1,-1,-1,0.7,0.7,111.82,0.635,0.61356,0.070262
-1,-1,1,-1,-1,-1,-1,0.7,0.7,111.82,0.640,0.61356,0.070262
-1,-1,1,-1,-1,-1,-1,0.7,0.7,111.82,0.645,0.61356,0.070262
-1,-1,1,-1,-1,-1,-1,0.7,0.7,111.82,0.650,0.61356,0.070262
-1,-1,1,-1,-1,-1,-1,0.7,0.7,111.82,0.655,0.61356,0.070262
-1,-1,1,-1,-1,-1,-1,0.7,0.7,111.82,0.660,0.61356,0.070262
-1,-1,1,-1,-1,-1,-1,0.7,0.7,111.82,0.665,0.61356,0.070262
-1,-1,1,-1,-1,-1,-1,0.75,0.75,111.82,0.670,0.668896,0.044816
-1,-1,1,-1,-1,-1,-1,0.75,0.75,111.82,0.675,0.668896,0.044816
-1,-1,1,-1,-1,-1,-1,0.75,0.75,111.82,0.680,0.668896,0.044816
-1,-1,1,-1,-1,-1,-1,0.75,0.75,111.82,0.685,0.668896,0.044816
-1,-1,1,-1,-1,-1,-1,0.75,0.75,111.82,0.690,0.668896,0.044816
-1,-1,1,-1,-1,-1,-1,0.75,0.75,111.82,0.695,0.668896,0.044816
-1,-1,1,-1,-1,-1,-1,0.75,0.75,111.82,0.700,0.668896,0.044816
-1,-1,1,-1,-1,-1,-1,0.75,0.75,111.82,0.705,0.668896,0.044816
-1,-1,1,-1,-1,-1,-1,0.75,0.75,111.82,0.710,0.668896,0.044816
-1,-1,1,-1,-1,-1,-1,0.75,0.75,111.82,0.715,0.668896,0.044816
-1,-1,1,-1,-1,-1,-1,0.75,0.75,111.82,0.720,0.668896,0.044816
-1,-1,1,-1,-1,-1,-1,0.75,0.75,111.82,0.725,0.668896,0.044816
-1,-1,1,-1,-1,-1,-1,0.8,0.8,111.82,0.730,0.725448,0.019749
-1,-1,1,-1,-1,-1,-1,0.8,0.8,111.82,0.735,0.725448,0.019749
-1,-1,1,-1,-1,-1,-1,0.8,0.8,111.82,0.740,0.725448,0.019749
-1,-1,1,-1,-1,-1,-1,0.8,0.8,111.82,0.745,0.725448,0.019749
-1,-1,1,-1,-1,-1,-1,0.8,0.8,111.82,0.750,0.725448,0.019749
-1,-1,1,-1,-1,-1,-1,0.8,0.8,111.82,0.755,0.725448,0.019749
-1,-1,1,-1,-1,-1,-1,0.8,0.8,111.82,0.760,0.725448,0.019749
-1,-1,1,-1,-1,-1,-1,0.8,0.8,111.82,0.765,0.725448,0.019749
-1,-1,1,-1,-1,-1,-1,0.85,0.85,111.82,0.770,0.768623,0.010254
-1,-1,1,-1,-1,-1,-1,0.85,0.85,111.82,0.775,0.768623,0.010254
-1,-1,1,-1,-1,-1,-1,0.85,0.85,111.82,0.780,0.768623,0.010254
-1,-1,1,-1,-1,-1,-1,0.85,0.85,111.82,0.785,0.768623,0.010254
-1,-1,1,-1,-1,-1,-1,0.85,0.85,111.82,0.790,0.768623,0.010254
-1,-1,1,-1,-1,-1,-1,0.85,0.85,111.82,0.795,0.768623,0.010254
-1,-1,1,-1,-1,-1,-1,0.85,0.85,111.82,0.800,0.768623,0.010254
-1,-1,1,-1,-1,-1,-1,0.85,0.85,111.82,0.805,0.768623,0.010254
-1,-1,1,-1,-1,-1,-1,0.85,0.85,111.82,0.810,0.768623,0.010254
-1,-1,1,-1,-1,-1,-1,0.85,0.85,111.82,0.815,0.768623,0.010254
-1,-1,1,-1,-1,-1,-1,0.9,0.9,111.82,0.820,0.815445,0.004937
-1,-1,1,-1,-1,-1,-1,0.9,0.9,111.82,0.825,0.815445,0.004937
-1,-1,1,-1,-1,-1,-1,0.9,0.9,111.82,0.830,0.815445,0.004937
-1,-1,1,-1,-1,-1,-1,0.9,0.9,111.82,0.835,0.815445,0.004937
-1,-1,1,-1,-1,-1,-1,0.9,0.9,111.82,0.840,0.815445,0.004937
-1,-1,1,-1,-1,-1,-1,0.9,0.9,111.82,0.845,0.815445,0.004937
-1,-1,1,-1,-1,-1,-1,0.9,0.9,111.82,0.850,0.815445,0.004937
-1,-1,1,-1,-1,-1,-1,0.9,0.9,111.82,0.855,0.815445,0.004937
-1,-1,1,-1,-1,-1,-1,0.9,0.9,111.82,0.860,0.815445,0.004937
-1,-1,1,-1,-1,-1,-1,0.9,0.9,111.82,0.865,0.815445,0.004937
-1,-1,1,-1,-1,-1,-1,0.95,0.95,111.82,0.870,0.867437,0.001139
-1,-1,1,-1,-1,-1,-1,0.95,0.95,111.82,0.875,0.867437,0.001139
-1,-1,1,-1,-1,-1,-1,0.95,0.95,111.82,0.880,0.867437,0.001139
-1,-1,1,-1,-1,-1,-1,0.95,0.95,111.82,0.885,0.867437,0.001139
-1,-1,1,-1,-1,-1,-1,0.95,0.95,111.82,0.890,0.867437,0.001139
-1,-1,1,-1,-1,-1,-1,0.95,0.95,111.82,0.895,0.867437,0.001139
-1,-1,1,-1,-1,-1,-1,0.95,0.95,111.82,0.900,0.867437,0.001139
-1,-1,1,-1,-1,-1,-1,0.95,0.95,111.82,0.905,0.867437,0.001139
-1,-1,1,-1,-1,-1,-1,0.95,0.95,111.82,0.910,0.867437,0.001139
-1,-1,1,-1,-1,-1,-1,0.95,0.95,111.82,0.915,0.867437,0.001139
-1,-1,1,-1,-1,-1,-1,0.95,0.95,111.82,0.920,0.867437,0.001139
-1,-1,1,-1,-1,-1,-1,0.95,0.95,111.82,0.925,0.867437,0.001139
-1,-1,1,-1,-1,-1,-1,0.95,0.95,111.82,0.930,0.867437,0.001139
-1,-1,1,-1,-1,-1,-1,0.95,0.95,111.82,0.935,0.867437,0.001139
-1,-1,1,-1,-1,-1,-1,0.95,0.95,111.82,0.940,0.867437,0.001139
-1,-1,1,-1,-1,-1,-1,0.95,0.95,111.82,0.945,0.867437,0.001139
-1,-1,1,-1,-1,-1,-1,0.95,0.95,111.82,0.950,0.867437,0.001139
-1,-1,1,-1,-1,-1,-1,0.95,0.95,111.82,0.955,0.867437,0.001139
-1,-1,1,-1,-1,-1,-1,0.95,0.95,111.82,0.960,0.867437,0.001139
-1,-1,1,-1,-1,-1,-1,0.95,0.95,111.82,0.965,0.867437,0.001139
-1,-1,1,-1,-1,-1,-1,0.95,0.95,111.82,0.970,0.867437,0.001139
-1,-1,1,-1,-1,-1,-1,0.95,0.95,111.82,0.975,0.867437,0.001139
-1,-1,1,-1,-1,-1,-1,0.95,0.95,111.82,0.980,0.867437,0.001139
-1,-1,1,-1,-1,-1,-1,0.95,0.95,111.82,0.985,0.867437,0.001139
-1,-1,1,-1,-1,-1,-1,0.95,0.95,111.82,0.990,0.867437,0.001139
-1,-1,1,-1,-1,-1,-1,0.95,0.95,111.82,0.995,0.867437,0.001139
-1,-1,1,-1,-1,-1,-1,1.0,1.0,111.82,1.000,1.0,0.0
