Threshold,FAR,FAR_fitted,FRR,FRR_fitted
0.001,0.0,0.011983270434206605,1.0,1.1382136034452066
0.002,0.0,0.011983415534419535,0.992857,1.1353716412682462
0.003,0.0,0.011983562237030784,0.992857,1.1325355353692224
0.004,0.0,0.011983710559736262,0.992857,1.12970527368042
0.005,0.0,0.011983860520427304,0.992857,1.126880844158991
0.006,0.0,0.011984012137192822,0.992857,1.1240622347869025
0.007,0.0,0.011984165428321496,0.992857,1.1212494335708874
0.008,0.0,0.011984320412303968,0.992857,1.1184424285423922
0.009,0.0,0.011984477107835088,0.992857,1.1156412077575266
0.01,0.0,0.011984635533816155,0.992857,1.112845759297012
0.011,0.0,0.011984795709357203,0.992857,1.1100560712661314
0.012,0.0,0.011984957653779304,0.992857,1.107272131794679
0.013,0.0,0.011985121386616907,0.992857,1.1044939290369085
0.014,0.0,0.011985286927620178,0.992857,1.101721451171484
0.015,0.0,0.0119854542967574,0.992857,1.098954686401429
0.016,0.0,0.01198562351421737,0.992857,1.0961936229540767
0.017,0.0,0.011985794600411834,0.985714,1.0934382490810195
0.018,0.0,0.011985967575977962,0.985714,1.0906885530580588
0.019,0.0,0.01198614246178082,0.985714,1.0879445231851554
0.02,0.0,0.011986319278915901,0.985714,1.0852061477863804
0.021,0.0,0.011986498048711658,0.985714,1.0824734152098643
0.022,0.0,0.011986678792732087,0.985714,1.0797463138277479
0.023,0.0,0.011986861532779322,0.985714,1.077024832036133
0.024,0.0,0.011987046290896267,0.985714,1.0743089582550334
0.025,0.0,0.011987233089369251,0.985714,1.0715986809283247
0.026,0.0,0.011987421950730727,0.985714,1.0688939885236954
0.027,0.0,0.011987612897761976,0.985714,1.0661948695325985
0.028,0.0,0.011987805953495863,0.985714,1.0635013124702017
0.029,0.0,0.011988001141219616,0.985714,1.060813305875339
0.03,0.0,0.01198819848447763,0.985714,1.0581308383104617
0.031,0.0,0.011988398007074316,0.985714,1.0554538983615902
0.032,0.0,0.011988599733076958,0.985714,1.0527824746382644
0.033,0.0,0.011988803686818629,0.985714,1.0501165557734966
0.034,0.0,0.011989009892901123,0.985714,1.047456130423722
0.035,0.0,0.011989218376197918,0.985714,1.044801187268751
0.036,0.0,0.01198942916185718,0.978571,1.0421517150117212
0.037,0.0,0.011989642275304798,0.978571,1.0395077023790484
0.038,0.0,0.011989857742247449,0.978571,1.0368691381203798
0.039,0.0,0.011990075588675696,0.978571,1.0342360110085451
0.04,0.0,0.01199029584086713,0.978571,1.03160830983951
0.041,0.0,0.011990518525389529,0.978571,1.028986023432327
0.042,0.0,0.011990743669104078,0.978571,1.026369140629089
0.043,0.0,0.011990971299168596,0.978571,1.0237576502948809
0.044,0.0,0.011991201443040814,0.971429,1.0211515413177334
0.045,0.0,0.011991434128481695,0.971429,1.0185508026085746
0.046,0.0,0.011991669383558771,0.971429,1.0159554231011836
0.047,0.0,0.011991907236649542,0.964286,1.0133653917521424
0.048,0.0,0.011992147716444886,0.964286,1.01078069754079
0.049,0.0,0.011992390851952526,0.964286,1.0082013294691756
0.05,0.0,0.011992636672500534,0.964286,1.0056272765620102
0.051,0.0,0.011992885207740856,0.964286,1.003058527866622
0.052,0.0,0.0119931364876529,0.964286,1.0004950724529078
0.053,0.0,0.011993390542547147,0.964286,0.9979368994132884
0.054,0.0,0.011993647403068812,0.964286,0.9953839978626606
0.055,0.0,0.011993907100201533,0.964286,0.9928363569383523
0.056,0.0,0.011994169665271113,0.964286,0.9902939658000742
0.057,0.0,0.011994435129949299,0.964286,0.9877568136298767
0.058,0.0,0.0119947035262576,0.964286,0.9852248896321005
0.059,0.0,0.011994974886571155,0.964286,0.9826981830333337
0.06,0.0,0.01199524924362263,0.964286,0.9801766830823635
0.061,0.0,0.011995526630506173,0.964286,0.9776603790501326
0.062,0.0,0.011995807080681401,0.964286,0.9751492602296916
0.063,0.0,0.011996090627977444,0.964286,0.9726433159361543
0.064,0.0,0.011996377306597012,0.964286,0.9701425355066535
0.065,0.0,0.011996667151120537,0.957143,0.967646908300293
0.066,0.0,0.011996960196510333,0.957143,0.9651564236981043
0.067,0.0,0.011997256478114813,0.957143,0.9626710711030007
0.068,0.0,0.011997556031672763,0.95,0.9601908399397325
0.069,0.0,0.011997858893317642,0.95,0.9577157196548418
0.07,0.0,0.011998165099581945,0.95,0.9552456997166179
0.071,0.0,0.011998474687401612,0.95,0.9527807696150514
0.072,0.0,0.011998787694120477,0.942857,0.9503209188617912
0.073,0.0,0.011999104157494783,0.935714,0.9478661369900985
0.074,0.0,0.011999424115697722,0.935714,0.9454164135548029
0.075,0.0,0.011999747607324054,0.935714,0.942971738132258
0.076,0.0,0.012000074671394752,0.928571,0.940532100320296
0.077,0.0,0.012000405347361716,0.928571,0.9380974897381855
0.078,0.0,0.012000739675112526,0.928571,0.9356678960265854
0.079,0.0,0.012001077694975257,0.928571,0.9332433088475014
0.08,0.0,0.012001419447723344,0.928571,0.9308237178842427
0.081,0.0,0.012001764974580496,0.928571,0.9284091128413772
0.082,0.0,0.012002114317225676,0.928571,0.9259994834446876
0.083,0.0,0.012002467517798118,0.928571,0.9235948194411294
0.084,0.0,0.012002824618902421,0.928571,0.9211951105987846
0.085,0.0,0.012003185663613683,0.928571,0.9188003467068202
0.086,0.0,0.012003550695482696,0.928571,0.9164105175754444
0.087,0.0,0.012003919758541197,0.928571,0.9140256130358624
0.088,0.0,0.012004292897307187,0.928571,0.9116456229402341
0.089,0.0,0.012004670156790298,0.928571,0.9092705371616299
0.09,0.0,0.012005051582497216,0.928571,0.9069003455939892
0.091,0.0,0.012005437220437178,0.928571,0.9045350381520754
0.092,0.0,0.01200582711712752,0.928571,0.9021746047714347
0.093,0.0,0.012006221319599284,0.928571,0.8998190354083522
0.094,0.0,0.012006619875402897,0.928571,0.8974683200398097
0.095,0.0,0.0120070228326139,0.928571,0.895122448663443
0.096,0.0,0.01200743023983876,0.928571,0.892781411297499
0.097,0.0,0.01200784214622071,0.928571,0.8904451979807935
0.098,0.0,0.012008258601445705,0.928571,0.8881137987726686
0.099,0.0,0.012008679655748393,0.928571,0.8857872037529515
0.1,0.0,0.012009105359918183,0.928571,0.8834654030219098
0.101,0.0,0.012009535765305378,0.928571,0.8811483867002126
0.102,0.0,0.012009970923827353,0.921429,0.8788361449288853
0.103,0.0,0.012010410887974835,0.921429,0.8765286678692705
0.104,0.0,0.012010855710818223,0.921429,0.8742259457029837
0.105,0.0,0.012011305446013991,0.914286,0.8719279686318735
0.106,0.0,0.01201176014781117,0.914286,0.869634726877978
0.107,0.0,0.012012219871057871,0.914286,0.8673462106834855
0.108,0.0,0.012012684671207929,0.907143,0.8650624103106905
0.109,0.0,0.012013154604327569,0.907143,0.8627833160419542
0.11,0.0,0.012013629727102177,0.907143,0.8605089181796621
0.111,0.0,0.012014110096843139,0.907143,0.8582392070461833
0.112,0.0,0.012014595771494756,0.9,0.8559741729838286
0.113,0.0,0.012015086809641229,0.9,0.8537138063548104
0.114,0.0,0.012015583270513724,0.892857,0.8514580975412012
0.115,0.0,0.012016085213997522,0.892857,0.8492070369448919
0.116,0.0,0.012016592700639242,0.892857,0.8469606149875526
0.117,0.0,0.012017105791654142,0.892857,0.8447188221105901
0.118,0.0,0.012017624548933502,0.892857,0.842481648775109
0.119,0.0,0.012018149035052097,0.885714,0.8402490854618696
0.12,0.0,0.012018679313275731,0.878571,0.838021122671248
0.121,0.0,0.012019215447568886,0.878571,0.8357977509231957
0.122,0.0,0.012019757502602424,0.878571,0.8335789607571993
0.123,0.0,0.012020305543761392,0.871429,0.8313647427322404
0.124,0.0,0.012020859637152912,0.871429,0.8291550874267546
0.125,0.0,0.012021419849614152,0.871429,0.8269499854385927
0.126,0.0,0.012021986248720386,0.871429,0.8247494273849794
0.127,0.0,0.012022558902793155,0.871429,0.8225534039024742
0.128,0.0,0.012023137880908495,0.864286,0.8203619056469316
0.129,0.0,0.012023723252905278,0.864286,0.8181749232934608
0.13,0.0,0.012024315089393634,0.857143,0.8159924475363862
0.131,0.0,0.012024913461763468,0.857143,0.8138144690892082
0.132,0.0,0.012025518442193071,0.857143,0.8116409786845631
0.133,0.0,0.01202613010365783,0.857143,0.8094719670741841
0.134,0.0,0.012026748519939023,0.857143,0.8073074250288619
0.135,0.0,0.012027373765632727,0.857143,0.8051473433384053
0.136,0.0,0.012028005916158812,0.857143,0.802991712811602
0.137,0.0,0.012028645047770037,0.857143,0.8008405242761791
0.138,0.0,0.012029291237561253,0.85,0.7986937685787654
0.139,0.0,0.012029944563478698,0.842857,0.7965514365848507
0.14,0.0,0.0120306051043294,0.842857,0.7944135191787485
0.141,0.0,0.012031272939790689,0.835714,0.7922800072635559
0.142,0.0,0.012031948150419792,0.835714,0.790150891761116
0.143,0.0,0.01203263081766357,0.828571,0.7880261636119783
0.144,0.0,0.012033321023868332,0.828571,0.785905813775361
0.145,0.0,0.012034018852289769,0.828571,0.7837898332291118
0.146,0.0,0.012034724387102994,0.828571,0.7816782129696704
0.147,0.0,0.012035437713412703,0.821429,0.7795709440120291
0.148,0.0,0.012036158917263435,0.821429,0.7774680173896953
0.149,0.0,0.012036888085649951,0.821429,0.7753694241546532
0.15,0.0,0.01203762530652773,0.821429,0.7732751553773258
0.151,0.0,0.01203837066882358,0.821429,0.7711852021465369
0.152,0.0,0.012039124262446356,0.821429,0.7690995555694724
0.153,0.0,0.012039886178297819,0.821429,0.767018206771644
0.154,0.0,0.01204065650828359,0.821429,0.7649411468968499
0.155,0.0,0.012041435345324243,0.821429,0.7628683671071383
0.156,0.0,0.012042222783366502,0.821429,0.7607998585827689
0.157,0.0,0.01204301891739459,0.821429,0.7587356125221763
0.158,0.0,0.012043823843441675,0.821429,0.7566756201419311
0.159,0.0,0.012044637658601453,0.821429,0.7546198726767044
0.16,0.0,0.012045460461039872,0.821429,0.7525683613792291
0.161,0.0,0.012046292350006958,0.821429,0.7505210775202629
0.162,0.0,0.012047133425848795,0.821429,0.7484780123885519
0.163,0.0,0.012047983790019628,0.821429,0.7464391572907927
0.164,0.0,0.012048843545094104,0.821429,0.7444045035515956
0.165,0.0,0.012049712794779637,0.821429,0.742374042513448
0.166,0.0,0.012050591643928927,0.821429,0.7403477655366775
0.167,0.0,0.0120514801985526,0.821429,0.7383256639994147
0.168,0.0,0.012052378565832,0.814286,0.7363077292975571
0.169,0.0,0.012053286854132117,0.814286,0.7342939528447319
0.17,0.0,0.012054205173014658,0.814286,0.7322843260722598
0.171,0.0,0.01205513363325126,0.807143,0.730278840429119
0.172,0.0,0.012056072346836859,0.8,0.7282774873819078
0.173,0.0,0.01205702142700319,0.8,0.7262802584148091
0.174,0.0,0.012057980988232455,0.792857,0.724287145029554
0.175,0.0,0.012058951146271124,0.792857,0.7222981387453846
0.176,0.0,0.0120599320181439,0.785714,0.7203132310990203
0.177,0.0,0.01206092372216784,0.785714,0.7183324136446194
0.178,0.0,0.012061926377966619,0.778571,0.7163556779537441
0.179,0.0,0.012062940106484963,0.771429,0.7143830156153248
0.18,0.0,0.012063965030003239,0.771429,0.7124144182356242
0.181,0.0,0.012065001272152204,0.771429,0.7104498774382018
0.182,0.0,0.012066048957927915,0.764286,0.7084893848638769
0.183,0.0,0.012067108213706814,0.764286,0.7065329321706955
0.184,0.0,0.012068179167260964,0.764286,0.7045805110338923
0.185,0.0,0.012069261947773465,0.764286,0.7026321131458573
0.186,0.0,0.012070356685854036,0.764286,0.7006877302160985
