Threshold,FAR,FAR_fitted,FRR,FRR_fitted
0.001,0.0,-0.0867662984579951,1.0,1.0434210282922374
0.002,0.0,-0.08602072828611518,1.0,1.0409417179580893
0.003,0.0,-0.08527450395176905,1.0,1.0384672144648197
0.004,0.0,-0.08452762488099608,1.0,1.0359975084930142
0.005,0.0,-0.08378009049933044,1.0,1.0335325907413273
0.006,0.0,-0.08303190023180351,1.0,1.031072451926447
0.007,0.0,-0.08228305350294174,1.0,1.0286170827830585
0.008,0.0,-0.0815335497367663,1.0,1.026166474063812
0.009,0.0,-0.08078338835679377,1.0,1.0237206165392847
0.01,0.0,-0.08003256878603437,1.0,1.0212795009979494
0.011,0.0,-0.07928109044699205,1.0,1.0188431182461364
0.012,0.0,-0.0785289527616646,1.0,1.0164114591080011
0.013,0.0,-0.07777615515154179,0.994382,1.0139845144254895
0.014,0.0,-0.077022697037607,0.983146,1.011562275058302
0.015,0.0,-0.07626857784033414,0.977528,1.0091447318838607
0.016,0.0,-0.07551379697968974,0.977528,1.0067318757972743
0.017,0.0,-0.0747583538751313,0.966292,1.004323697711304
0.018,0.0,-0.07400224794560639,0.966292,1.0019201885563285
0.019,0.0,-0.07324547860955322,0.966292,0.9995213392803113
0.02,0.0,-0.0724880452848996,0.966292,0.9971271408487654
0.021,0.0,-0.07172994738906269,0.960674,0.9947375842447201
0.022,0.0,-0.07097118433894856,0.960674,0.9923526604686861
0.023,0.0,-0.07021175555095105,0.960674,0.9899723605386226
0.024,0.0,-0.0694516604409533,0.955056,0.9875966754899026
0.025,0.0,-0.0686908984243243,0.955056,0.9852255963752798
0.026,0.0,-0.06792946891592122,0.955056,0.9828591142648551
0.027,0.0,-0.06716737133008766,0.955056,0.9804972202460411
0.028,0.0,-0.06640460508065293,0.955056,0.9781399054235318
0.029,0.0,-0.06564116958093247,0.94382,0.9757871609192661
0.03,0.0,-0.06487706424372675,0.938202,0.9734389778723953
0.031,0.0,-0.06411228848132111,0.938202,0.9710953474392512
0.032,0.0,-0.0633468417054851,0.938202,0.9687562607933102
0.033,0.0,-0.06258072332747233,0.938202,0.9664217091251621
0.034,0.0,-0.06181393275801994,0.938202,0.9640916836424762
0.035,0.0,-0.06104646940734759,0.938202,0.9617661755699682
0.036,0.0,-0.06027833268515792,0.938202,0.959445176149367
0.037,0.0,-0.05950952200063542,0.932584,0.9571286766393816
0.038,0.0,-0.058740036762446324,0.932584,0.9548166683156691
0.039,0.0,-0.05796987637873785,0.932584,0.9525091424708008
0.04,0.0,-0.05719904025713829,0.926966,0.95020609041423
0.041,0.0,-0.056427527804755906,0.926966,0.9479075034722586
0.042,0.0,-0.05565533842817849,0.926966,0.9456133729880056
0.043,0.002941,-0.0548824715334737,0.926966,0.9433236903213733
0.044,0.002941,-0.05410892652618804,0.921348,0.9410384468490156
0.045,0.002941,-0.05333470281134589,0.921348,0.9387576339643047
0.046,0.002941,-0.05255979979345016,0.921348,0.9364812430772997
0.047,0.002941,-0.05178421687648105,0.91573,0.9342092656147134
0.048,0.002941,-0.05100795346389597,0.91573,0.9319416930198803
0.049,0.002941,-0.05023100895862864,0.91573,0.9296785167527248
0.05,0.002941,-0.04945338276308908,0.910112,0.9274197282897283
0.051,0.002941,-0.04867507427916318,0.910112,0.9251653191238973
0.052,0.002941,-0.04789608290821146,0.910112,0.9229152807647318
0.053,0.002941,-0.04711640805107009,0.910112,0.9206696047381928
0.054,0.002941,-0.04633604910804856,0.910112,0.9184282825866712
0.055,0.002941,-0.04555500547893088,0.910112,0.9161913058689544
0.056,0.002941,-0.04477327656297414,0.910112,0.9139586661601959
0.057,0.002941,-0.04399086175890854,0.910112,0.9117303550518838
0.058,0.002941,-0.04320776046493635,0.904494,0.9095063641518073
0.059,0.002941,-0.042423972078732275,0.904494,0.9072866850840271
0.06,0.002941,-0.04163949599744232,0.904494,0.9050713094888425
0.061,0.002941,-0.04085433161768337,0.904494,0.902860229022761
0.062,0.002941,-0.04006847833554339,0.904494,0.9006534353584659
0.063,0.002941,-0.03928193554657977,0.904494,0.898450920184785
0.064,0.005882,-0.03849470264582033,0.904494,0.8962526752066606
0.065,0.005882,-0.03770677902776165,0.904494,0.8940586921451166
0.066,0.005882,-0.036918164086369054,0.904494,0.8918689627372283
0.067,0.005882,-0.03612885721507597,0.904494,0.8896834787360905
0.068,0.005882,-0.03533885780678436,0.904494,0.8875022319107879
0.069,0.005882,-0.034548165253862506,0.904494,0.8853252140463621
0.07,0.005882,-0.033756778948146215,0.904494,0.8831524169437828
0.071,0.005882,-0.03296469828093784,0.898876,0.8809838324199146
0.072,0.005882,-0.032171922643004947,0.893258,0.8788194523074884
0.073,0.005882,-0.03137845142458118,0.893258,0.8766592684550694
0.074,0.005882,-0.030584284015364838,0.893258,0.8745032727270263
0.075,0.005882,-0.02978941980451888,0.88764,0.8723514570035014
0.076,0.005882,-0.028993858180670462,0.88764,0.8702038131803793
0.077,0.005882,-0.028197598531910173,0.882022,0.8680603331692573
0.078,0.005882,-0.027400640245791474,0.876404,0.8659210088974134
0.079,0.005882,-0.026602982709330703,0.876404,0.8637858323077781
0.08,0.005882,-0.025804625309006735,0.876404,0.8616547953589013
0.081,0.005882,-0.025005567430759323,0.870787,0.8595278900249248
0.082,0.008824,-0.02420580845999043,0.870787,0.8574051082955503
0.083,0.008824,-0.02340534778156167,0.870787,0.8552864421760091
0.084,0.008824,-0.022604184779795644,0.865169,0.8531718836870341
0.085,0.008824,-0.021802318838474832,0.859551,0.8510614248648267
0.086,0.008824,-0.0209997493408407,0.859551,0.8489550577610292
0.087,0.008824,-0.020196475669593594,0.859551,0.8468527744426941
0.088,0.008824,-0.0193924972068924,0.859551,0.8447545669922538
0.089,0.008824,-0.018587813334353998,0.859551,0.8426604275074909
0.09,0.008824,-0.017782423433052363,0.853933,0.8405703481015094
0.091,0.008824,-0.01697632688351869,0.842697,0.838484320902704
0.092,0.008824,-0.01616952306574071,0.842697,0.8364023380547301
0.093,0.008824,-0.01536201135916182,0.842697,0.8343243917164755
0.094,0.008824,-0.014553791142681405,0.842697,0.8322504740620305
0.095,0.008824,-0.013744861794653285,0.837079,0.830180577280657
0.096,0.008824,-0.012935222692886494,0.831461,0.8281146935767614
0.097,0.008824,-0.012124873214643617,0.831461,0.8260528151698634
0.098,0.008824,-0.011313812736641449,0.825843,0.8239949342945674
0.099,0.011765,-0.010502040635049337,0.825843,0.8219410432005334
0.1,0.014706,-0.009689556285489398,0.820225,0.8198911341524473
0.101,0.014706,-0.008876359063036188,0.820225,0.8178451994299925
0.102,0.014706,-0.008062448342216033,0.820225,0.8158032313278203
0.103,0.014706,-0.00724782349700559,0.820225,0.8137652221555207
0.104,0.014706,-0.00643248390083373,0.820225,0.8117311642375937
0.105,0.014706,-0.005616428926577877,0.820225,0.8097010499134212
0.106,0.014706,-0.004799657946566671,0.820225,0.8076748715372362
0.107,0.014706,-0.003982170332577306,0.814607,0.8056526214780961
0.108,0.017647,-0.003163965455835638,0.808989,0.8036342921198527
0.109,0.017647,-0.0023450426870165186,0.808989,0.8016198758611237
0.11,0.017647,-0.001525401396241688,0.803371,0.7996093651152643
0.111,0.017647,-0.0007050409530813262,0.803371,0.7976027523103388
0.112,0.017647,0.00011603927344838727,0.803371,0.795600029889092
0.113,0.017647,0.0009378399148846084,0.797753,0.7936011903089193
0.114,0.017647,0.0017603616033187164,0.797753,0.791606226041841
0.115,0.017647,0.002583604971396314,0.792135,0.7896151295744718
0.116,0.017647,0.003407570652318448,0.780899,0.7876278934079937
0.117,0.017647,0.004232259279841721,0.780899,0.7856445100581266
0.118,0.017647,0.0050576714882784035,0.780899,0.7836649720551014
0.119,0.017647,0.005883807912498096,0.769663,0.7816892719436308
0.12,0.017647,0.006710669187926621,0.769663,0.7797174022828819
0.121,0.020588,0.007538255950547468,0.769663,0.7777493556464476
0.122,0.020588,0.008366568836902899,0.769663,0.77578512462232
0.123,0.020588,0.009195608484092621,0.769663,0.7738247018128603
0.124,0.020588,0.010025375529775782,0.769663,0.7718680798347726
0.125,0.020588,0.010855870612171414,0.769663,0.7699152513190752
0.126,0.020588,0.011687094370057771,0.758427,0.7679662089110744
0.127,0.020588,0.0125190474427741,0.758427,0.7660209452703342
0.128,0.020588,0.013351730470220424,0.758427,0.764079453070651
0.129,0.023529,0.014185144092858315,0.758427,0.7621417250000246
0.13,0.023529,0.01501928895171134,0.758427,0.7602077537606317
0.131,0.023529,0.015854165688364952,0.752809,0.7582775320687976
0.132,0.023529,0.01668977494496826,0.752809,0.7563510526549688
0.133,0.023529,0.017526117364233373,0.741573,0.7544283082636863
0.134,0.023529,0.0183631935894365,0.741573,0.7525092916535578
0.135,0.023529,0.019201004264417953,0.741573,0.7505939955972302
0.136,0.023529,0.020039550033583486,0.741573,0.7486824128813627
0.137,0.023529,0.02087883154190373,0.741573,0.7467745363066002
0.138,0.023529,0.02171884943491531,0.741573,0.7448703586875445
0.139,0.023529,0.02255960435872173,0.741573,0.7429698728527292
0.14,0.023529,0.02340109695999293,0.741573,0.7410730716445912
0.141,0.023529,0.02424332788596606,0.741573,0.7391799479194452
0.142,0.023529,0.02508629778444682,0.741573,0.737290494547455
0.143,0.023529,0.025930007303808345,0.741573,0.7354047044126083
0.144,0.023529,0.026774457092993753,0.730337,0.7335225704126884
0.145,0.023529,0.027619647801514602,0.730337,0.7316440854592492
0.146,0.023529,0.02846558007945299,0.724719,0.7297692424775869
0.147,0.023529,0.029312254577461005,0.724719,0.7278980344067141
0.148,0.023529,0.0301596719467615,0.719101,0.7260304541993333
0.149,0.023529,0.03100783283914954,0.719101,0.7241664948218102
0.15,0.023529,0.03185673790699084,0.719101,0.7223061492541468
0.151,0.023529,0.032706387803224435,0.719101,0.7204494104899558
0.152,0.026471,0.033556783181362015,0.719101,0.7185962715364334
0.153,0.029412,0.03440792469548859,0.713483,0.7167467254143335
0.154,0.032353,0.03525981300026282,0.713483,0.7149007651579411
0.155,0.032353,0.03611244875091846,0.713483,0.7130583838150465
0.156,0.035294,0.03696583260326336,0.713483,0.7112195744469184
0.157,0.035294,0.03781996521368103,0.707865,0.7093843301282787
0.158,0.035294,0.038674847239131394,0.702247,0.7075526439472752
0.159,0.035294,0.03953047933715037,0.696629,0.705724509005457
0.16,0.035294,0.04038686216585052,0.696629,0.7038999184177471
0.161,0.035294,0.04124399638392218,0.696629,0.7020788653124179
0.162,0.035294,0.04210188265063375,0.696629,0.7002613428310641
0.163,0.035294,0.04296052162583175,0.696629,0.6984473441285771
0.164,0.035294,0.043819913969942004,0.696629,0.6966368623731202
0.165,0.035294,0.04468006034396932,0.691011,0.6948298907461016
0.166,0.035294,0.045540961409498926,0.691011,0.6930264224421493
0.167,0.035294,0.04640261782869626,0.691011,0.6912264506690857
0.168,0.035294,0.04726503026430773,0.691011,0.6894299686479015
0.169,0.035294,0.04812819937966162,0.691011,0.6876369696127306
0.17,0.035294,0.04899212583866752,0.691011,0.6858474468108241
0.171,0.035294,0.04985681030581812,0.691011,0.6840613935025258
0.172,0.035294,0.05072225344618908,0.685393,0.6822788029612457
0.173,0.038235,0.05158845592543926,0.685393,0.6804996684734351
0.174,0.038235,0.05245541840981194,0.685393,0.6787239833385619
0.175,0.038235,0.0533231415661346,0.674157,0.6769517408690847
0.176,0.038235,0.054191626061820375,0.674157,0.6751829343904275
0.177,0.038235,0.05506087256486725,0.674157,0.6734175572409551
0.178,0.038235,0.05593088174385963,0.674157,0.6716556027719478
0.179,0.038235,0.05680165426796857,0.674157,0.6698970643475761
0.18,0.038235,0.057673190806952546,0.674157,0.668141935344876
0.181,0.038235,0.05854549203115722,0.674157,0.6663902091537242
0.182,0.038235,0.05941855861151657,0.674157,0.6646418791768125
0.183,0.038235,0.06029239121955321,0.668539,0.6628969388296243
0.184,0.038235,0.06116699052737906,0.668539,0.6611553815404078
0.185,0.038235,0.062042357207695686,0.668539,0.6594172007501532
0.186,0.041176,0.06291849193379495,0.662921,0.6576823899125669
0.187,0.041176,0.06379539537955914,0.662921,0.6559509424940472
0.188,0.041176,0.0646730682194625,0.662921,0.6542228519736597
0.189,0.041176,0.06555151112857005,0.662921,0.6524981118431125
0.19,0.041176,0.06643072478254042,0.662921,0.650776715606732
0.191,0.041176,0.06731070985762355,0.657303,0.6490586567814381
0.192,0.041176,0.06819146703066403,0.657303,0.6473439288967204
0.193,0.041176,0.06907299697909952,0.657303,0.6456325254946126
0.194,0.044118,0.06995530038096232,0.651685,0.6439244401296699
0.195,0.047059,0.07083837791488001,0.651685,0.6422196663689435
0.196,0.047059,0.0717222302600744,0.651685,0.6405181977919562
0.197,0.047059,0.07260685809636502,0.651685,0.6388200279906792
0.198,0.05,0.07349226210416648,0.651685,0.6371251505695076
0.199,0.05,0.07437844296449048,0.651685,0.6354335591452355
0.2,0.05,0.07526540135894733,0.651685,0.6337452473470334
0.201,0.05,0.07615313796974399,0.640449,0.6320602088164231
0.202,0.05,0.07704165347968694,0.640449,0.6303784372072541
